LOINC_NUM	SYSTEM	SCALE_TYP	SOURCE	SURVEY_QUEST_SRC	UNITSREQUIRED	SHORTNAME	EXAMPLE_UCUM_UNITS
34910-0	Bld	Qn	CDISC		N	Imm Basophils # Bld	10*3/uL
34911-8	Bld	Qn	CDISC		N	Imm Basophils NFr Bld	%
34912-6	Bld	Qn	CDISC		N	Imm Eosinophil # Bld	10*3/uL
34913-4	Bld	Qn	CDISC		N	Imm Eosinophil NFr Bld	%
34914-2	Bld	Qn	CDISC		N	Malignant cells # Bld	10*3/uL
34915-9	Bld	Qn	CDISC		N	Malignant cells NFr Bld	%
34916-7	Bld	Qn	CDISC		N	Plasma cell prec # Bld	10*3/uL
34917-5	Bld	Qn	CDISC		N	Plasma cell prec NFr Bld	%
3491-8	Ser/Plas	Qn	AT		Y	Clomipramine SerPl-mCnc	ng/mL
34918-3	Bld	Qn	CDISC		N	Sezary Cells # Bld	10*3/uL
34919-1	Bld	Qn	CDISC		N	Sezary Cells NFr Bld	%
34920-9	Bld	Qn	CDISC		N	Ib Lymphs NFr Bld	%
34921-7	Bld	Qn	CDISC		N	Plasmacoid Lymphs NFr Bld	%
34922-5	Bld	Qn	CDISC		N	Lymphoblasts NFr Bld	%
34923-3	Bld	Qn	CDISC		N	Monoblasts NFr Bld	%
34924-1	Bld	Qn	CDISC		N	Imm Moncytes # Bld	10*3/uL
34925-8	Bld	Qn	CDISC		N	Imm Moncytes NFr Bld	%
3492-6	Urine	Qn	AT		Y	Clomipramine Ur-mCnc	
34926-6	Bld	Qn	CDISC		N	Promonycytes # Bld	10*3/uL
34927-4	Urine	Qn	CDISC		N	Urobilinogen Ur-sCnc	umol/L
34928-2	Urine	Qn	CDISC		N	Urobilinogen Ur Strip-sCnc	umol/L
34929-0	Bld	Qn	CDISC		N	CD3+4+45RO+45RA- Cells NFr Bld	%
34930-8	Bld	Qn	CDISC		N	CD3+4+45RO+45RA+ Cells NFr Bld	%
34931-6	Bld	Qn	CDISC		N	CD3+4+45RO-45RA- Cells NFr Bld	%
34932-4	Bld	Qn	CDISC		N	CD3+4+45RO-45RA+ Cells NFr Bld	%
34933-2	Bld	Qn	CDISC		N	CD3+8+45RO+45RA- Cells NFr Bld	%
3493-4	Ser/Plas	Qn	AT		Y	Clomipramine+Nor SerPl-mCnc	ng/mL
34934-0	Bld	Qn	CDISC		N	CD3+8+45RO+45RA+ Cells NFr Bld	%
34935-7	Bld	Qn	CDISC		N	CD3+8+45RO-45RA- Cells NFr Bld	%
34936-5	Bld	Qn	CDISC		N	CD3+8+45RO-45RA+ Cells NFr Bld	%
34937-3	PPP	Qn	CDISC		N	Deprecated FpA PPP EIA-mCnc	ng/mL
34938-1	Dial fld	Qn	CDISC		N	Phosphate Dial fld-sCnc	mmol/L
34939-9	Ser/Plas	Qn	CDISC		N	A-Tumor Necrosis Fact SerPl-sCnc	
34940-7	Ser	Qn	KM		N	Bab microti IgG+IgM Pnl Ser	
34941-5	Ser	Qn	KM		N	B pert IgG+IgM Pnl Ser	
3494-2	Ser/Plas	Qn	AF		Y	Clonazepam SerPl-mCnc	ug/mL
34942-3	Ser	Qn	KM		N	B burgdor IgG+IgM Pnl Ser	
34943-1	CSF	Qn	KM		N	B burgdor IgG+IgM Pnl CSF	
34944-9	CSF	Qn	KM		N	CMV IgG+IgM Pnl CSF	
34945-6	Ser	Qn	KM		N	HHV6 IgG+IgM Pnl Ser	
34946-4	CSF	Qn	KM		N	HHV6 IgG+IgM Pnl CSF	
34947-2	Ser	Qn	KM		N	HHV7 IgG+IgM Pnl Ser	
34948-0	Ser	Qn	KM		N	MeV IgG+IgM Pnl Ser	
34949-8	CSF	Qn	KM		N	MeV IgG+IgM Pnl CSF	
34950-6	Ser	Qn	KM		N	B19V IgG+IgM Pnl Ser	
34951-4	Ser	Qn	KM		N	PS IgG+IgM Pnl Ser	
34952-2	Ser	Qn	KM		N	RUBV IgG+IgM Pnl Ser	
34953-0	CSF	Qn	KM		N	RUBV IgG+IgM Pnl CSF	
34954-8	Ser	Qn	KM		N	T pallidum IgG+IgM Pnl Ser	
34955-5	CSF	Qn	KM		N	WEEV IgG+IgM Pnl CSF	
34956-3	CSF	Qn	KM		N	WEEV IgM CSF-aCnc	
34957-1	CSF	Qn	USC		N	Eosinophil # CSF Manual	
34958-9	CSF	Qn	USC		N	Eosinophil # CSF	
3495-9	Ser/Plas	Qn	AT		Y	Clonidine SerPl-mCnc	ng/mL
34959-7	Bld	Nom	3M		N	Myeloperoxidase Bld	
34960-5	Bld	Nom	3M		N	HLA Ab	
34961-3	Bld	Nom	3M		N	Rh Bld Cfm	
34962-1	Bld	Qn	3M		N	CD3+TCR A-B+ Cells NFr Bld	%
34963-9	Bld	Qn	3M		N	CD3+TCR A-B+ Cells # Bld	/uL
34964-7	RBC	Nom	3M		N	OF RBC-Imp	
34965-4	RBC	Qn	3M		N	OF .10% NaCl 24H Inc NFr RBC	%{hemolysis}
34966-2	RBC	Qn	3M		N	OF .10% NaCl NFr RBC	%{hemolysis}
3496-7	Ser/Plas	Qn	AT		Y	Clopenthixol SerPl-mCnc	
34967-0	RBC	Qn	3M		N	OF .20% NaCl 24H Inc NFr RBC	%{hemolysis}
34968-8	RBC	Qn	3M		N	OF .20% NaCl NFr RBC	%{hemolysis}
34969-6	BldMV	Qn	3M		N	OxyHgb MFr BldMV	%
34970-4	^Patient	Qn	3M		N	US Date	
34971-2	Bld	Ord	PHS		N	Neut Assoc Ab Bld Ql	
34972-0	XXX	Qn	PHS		N	DNA Index 3 XXX FC-aCnc	
34973-8	Ser/Plas	Qn	PHS		N	DNA Index 2 SerPl FC-aCnc	
34974-6	Ser/Plas	Qn	PHS		N	DNA Index 3 SerPl FC-aCnc	
3497-5	Urine	Qn	AF		Y	Clopenthixol Ur-mCnc	
34975-3	Ser/Plas	Qn	PHS		N	DNA Index SerPl FC-aCnc	
34976-1	XXX	Qn	PHS		N	DNA Index 2 XXX FC-aCnc	
34977-9	Bld	Nom	PHS		N	Platelet Gentyp Bld	
34978-7	Periton fld	Qn	IHS		N	Specimen vol Prt	
34979-5	Plr fld	Qn	IHS		N	Specimen vol Plr	mL
34980-3	Synv fld	Qn	IHS		N	Specimen vol Snv	
34981-1	Pericard fld	Qn	IHS		N	Specimen vol Pcar	
34982-9	Periton fld	Qn	KM		N	Unident Cells NFr Prt	%
3498-3	Ser/Plas	Qn	AF		Y	Clorazepate SerPl-mCnc	ng/mL
34983-7	Plr fld	Qn	KM		N	Unident Cells NFr Plr	%
34984-5	Synv fld	Qn	KM		N	Unident Cells NFr Snv	%
34985-2	Body fld	Qn	KM		N	Unident Cells NFr Fld	%
34986-0	Pericard fld	Qn	KM		N	Unident Cells # Pcar	
34987-8	CSF	Qn	KM		N	Unident Cells # CSF	
34988-6	Body fld	Qn	KM		N	Unident Cells # Fld	
34989-4	Plr fld	Qn	KM		N	Unident Cells # Plr	
34990-2	Periton fld	Qn	KM		N	Unident Cells # Prt	
3499-1	Urine	Ord	AT			Clorprenaline Ur Ql	
34991-0	Synv fld	Qn	KM		N	Unident Cells # Snv	
34992-8	Bld	Qn	KM		N	Smudge Cells NFr Bld	%
34993-6	Bld	Qn	KM		N	Smudge Cells # Bld	10*3/uL
34994-4	Bld	-	KM		N	Smear Morphology Pnl Bld	
34995-1	CSF	Qn	KM		N	Promyelocytes # CSF	
34996-9	Body fld	Qn	KM		N	Promyelocytes # Fld	
34997-7	Body fld	Qn	KM		N	Promonycytes # Fld	
34998-5	Body fld	Qn	KM		N	Prolymphocytes # Fld	
34999-3	Bld	Qn	KM		N	Polys NFr Bld	%
35000-9	Plr fld	Qn	KM		N	Polys # Plr	
35001-7	CSF	Qn	KM		N	Polys # CSF	
35002-5	Body fld	Qn	KM		N	Polys # Fld	
35003-3	Bld	Qn	KM		N	Polys # Bld	10*3/uL
35004-1	Synv fld	Qn	KM		N	Polys # Snv	
35005-8	Periton fld	Qn	KM		N	Polys # Prt	
3500-6	Urine	Qn	AT		Y	Clorprenaline Ur-mCnc	
35006-6	Body fld	Qn	KM		N	Plasma Cells # Fld	
35007-4	CSF	Qn	KM		N	Nonhematic Cells # CSF	
35008-2	Body fld	Qn	KM		N	Nonhematic Cells # Fld	
35009-0	Synv fld	Qn	KM		N	Neuts Seg # Snv	
35010-8	Periton fld	Qn	KM		N	Neuts Seg # Prt	
35011-6	CSF	Qn	KM		N	Neuts Seg # CSF	
35012-4	Plr fld	Qn	KM		N	Neuts Seg # Plr	
35013-2	Synv fld	Qn	KM		N	Neuts Band # Snv	
3501-4	Urine	Qn	AT		Y	Clorprenaline 24H Ur-mRate	
35014-0	Body fld	Qn	KM		N	Neuts Band # Fld	
35015-7	CSF	Qn	KM		N	Neuts Band # CSF	
35016-5	Body fld	Qn	KM		N	Myelocytes # Fld	
35017-3	CSF	Qn	KM		N	Myelocytes # CSF	
35018-1	Plr fld	Qn	KM		N	Mononuc Cells # Plr	
35043-9	CSF	Qn	KM		N	Variant Lymphs # CSF	
35044-7	Synv fld	Qn	KM		N	Variant Lymphs # Snv	
35045-4	Body fld	Qn	KM		N	Variant Lymphs # Fld	
35046-2	Body fld	Qn	KM		N	Abnormal Lymphs # Fld	
35047-0	CSF	Qn	KM		N	Abnormal Lymphs # CSF	
3504-8	Urine	Qn	AT		Y	Clostebol 24H Ur-mRate	
35048-8	Synv fld	Qn	KM		N	Abnormal Lymphs # Snv	
35049-6	Synv fld	Qn	KM		N	Lymphocytes # Snv	
35050-4	Bld	Qn	KM		N	Lymphoblasts # Bld	10*3/uL
35051-2	Body fld	Qn	KM		N	WBC Other # Fld	
35052-0	Plr fld	Qn	KM		N	WBC Other # Plr	
35053-8	Synv fld	Qn	KM		N	WBC Other # Snv	
35054-6	Periton fld	Qn	KM		N	WBC Other # Prt	
3505-5	Ser/Plas	Ord	AT			Codeine SerPl Ql	
35055-3	Body fld	Qn	KM		N	Histiocytes NFr Fld	%
35056-1	CSF	Qn	KM		N	Histiocytes # CSF	
35057-9	Body fld	Qn	KM		N	Histiocytes # Fld	
35058-7	Bld	Qn	KM		N	Hairy Cells NFr Bld	%
35059-5	CSF	Qn	KM		N	Granulocytes # CSF	
35060-3	Synv fld	Qn	KM		N	Eosinophil # Snv	
35061-1	Periton fld	Qn	KM		N	Eosinophil # Prt	
35062-9	Plr fld	Qn	KM		N	Eosinophil # Plr	
3506-3	Ser/Plas	Qn	AT		Y	Codeine SerPl-mCnc	
35063-7	Body fld	Qn	KM		N	Eosinophil # Fld	
35064-5	Synv fld	Qn	KM		N	Blasts # Snv	
35065-2	Periton fld	Qn	KM		N	Blasts # Prt	
35066-0	Plr fld	Qn	KM		N	Blasts # Plr	
35067-8	Body fld	Qn	KM		N	Blasts # Fld	
35068-6	CSF	Qn	KM		N	Blasts # CSF	
35069-4	Periton fld	Qn	KM		N	Basophils NFr Prt	%
35070-2	Plr fld	Qn	KM		N	Basophils NFr Plr	%
3507-1	Urine	Ord	AT			Codeine Ur Ql	
35071-0	Body fld	Qn	KM		N	Basophils # Fld	
35072-8	CSF	Qn	KM		N	Basophils # CSF	
35073-6	Periton fld	Qn	KM		N	Basophils # Prt	
35074-4	Synv fld	Qn	KM		N	Basophils # Snv	
35075-1	Plr fld	Qn	KM		N	Basophils # Plr	
35076-9	Body fld	Qn	KM		N	Monocytes # Fld	
35077-7	Body fld	Qn	KM		N	Abnormal Lymphs NFr Fld	%
35078-5	Body fld	Qn	KM		N	Unspecified Cells # Fld	
35079-3	Body fld	Qn	KM		N	Mesothl Cell # Fld	
35080-1	Periton fld	Qn	KM		N	Mononuc Cells # Prt	
35081-9	Bld	Qn	KM		N	Lymphs+Monos # Bld	10*3/uL
35082-7	Bld	Qn	KM		N	Lg Gran Lymphs # Bld	10*3/uL
35083-5	Ser/Plas	Qn	CJM		N	Amino acids Pnl SerPl-sCnc	
35084-3	Amnio fld	Qn	CJM		N	FLM Amn	
35085-0	Bld.dot	-	CJM		N	Deprecated NB Screen Pnl DBS ACMG	
35107-2	Ser/Plas	Qn	AHZ		N	Norclobazam SerPl-mCnc	
35108-0	Ser/Plas	Qn	AHZ		N	Normaprotiline SerPl-mCnc	
35109-8	Ser/Plas	Qn	AHZ		N	Phenprocoumon SerPl-mCnc	
35110-6	Ser/Plas	Qn	AHZ		N	Flecainide Trough SerPl-mCnc	
35111-4	Ser/Plas	Qn	AHZ		N	Flecainide Peak SerPl-mCnc	
35120-5	Ser/Plas	Qn	AHZ		N	Dothiepin sulfoxide SerPl-mCnc	
3512-1	Urine	Qn	AT		Y	Cropropamide Ur-mCnc	
35121-3	Ser/Plas	Qn	AHZ		N	E-10-OH-NT SerPl-mCnc	
35122-1	Bld/Tiss	Nar	PHS		N	MTM1 gene Mut Anal Bld/T	
35123-9	Bld/Tiss	Ord	PHS		N	Chrom14 UpDi Bld/T Ql	
35124-7	WBC	Ord	PHS		N	Dysferlin WBC Ql	
35125-4	Bld	Qn	PHS		N	Hgb Lepore MFr Bld	%
35126-2	Bld	Qn	PHS		N	Hgb O-Arab MFr Bld	%
35127-0	Bld	Qn	PHS		N	Hgb A2.prime MFr Bld	%
35128-8	WBC	Qn	PHS		N	Perforin WBC-aCnc	
35129-6	XXX	Nom	PHS		N	Karyotyp XXX	
35130-4	XXX	Ord	PHS		N	Salicylates XXX Ql	
35131-2	Plas	Qn	PHS		N	L-Dopa decase Plas-cCnc	
35132-0	Bld/Tiss	Nar	PHS		N	MELAS gene Mut Anal Bld/T	
35133-8	Ser/Plas	Qn	PHS		N	Glutarate SerPl-mCnc	ng/mL
35134-6	Ser	Ord	PHS		N	TSH Ab Ser Ql	
35135-3	Bld	Qn	PHS		N	ATP/ADP Bld-mRto	
35136-1	^Patient	Nom	PHS		N	Symptoms 3H p Lac PO Patient-Imp	
35137-9	Bld/Tiss	Nom	PHS		N	MECP2 gene Mut Anal Bld/T	
35138-7	Bld/Tiss	Nom	PHS		N	MEFV gene Mut Tested Bld/T	
3513-9	Urine	Qn	AT		Y	Cropropamide 24H Ur-mRate	
35139-5	Ser/Plas	Qn	PHS		N	B-IFN Ab Titr SerPl	{titer}
35140-3	Ser/Plas	Qn	PHS		N	trans-3-OH-cotinine SerPl-mCnc	ng/mL
35141-1	CSF	Qn	PHS		N	PNP CSF-cCnc	
35142-9	CSF	Qn	PHS		N	Amphiphysin Ab Titr CSF	{titer}
35143-7	CSF	Qn	PHS		N	Purkinje Cells 2 Ab Titr CSF	{titer}
35144-5	CSF	Qn	PHS		N	Hu3 Ab Titr CSF	{titer}
35145-2	Ser/Plas	Qn	PHS		N	Octanoate SerPl-sCnc	umol/L
35146-0	Ser/Plas	Qn	PHS		N	Decanoate SerPl-sCnc	umol/L
3514-7	Urine	Ord	AT			Crotetamide Ur Ql	
35147-8	Ser/Plas	Qn	PHS		N	Decenoate SerPl-sCnc	umol/L
35148-6	Ser/Plas	Qn	PHS		N	Tdecadienoate SerPl-sCnc	umol/L
35149-4	Ser/Plas	Qn	PHS		N	Octadecanoate SerPl-sCnc	umol/L
35150-2	Ser/Plas	Qn	PHS		N	Laurate SerPl-sCnc	umol/L
35151-0	Ser/Plas	Qn	PHS		N	Lauroleate SerPl-sCnc	umol/L
35152-8	Ser/Plas	Qn	PHS		N	Deprecated VLCFA C26:0 SerPl-sCnc	umol/L
35153-6	Ser/Plas	Qn	PHS		N	Deprecated VLCFA C26:1 SerPl-sCnc	umol/L
3515-4	Urine	Qn	AT		Y	Crotetamide Ur-mCnc	
35154-4	Ser/Plas	Qn	PHS		N	Hexadecadienoate SerPl-sCnc	umol/L
35155-1	Ser/Plas	Qn	PHS		N	Hexadecenoate SerPl-sCnc	umol/L
35156-9	Ser/Plas	Qn	PHS		N	Deprecated VLCFA C24:0 SerPl-sCnc	umol/L
35157-7	Ser/Plas	Qn	PHS		N	Myristate SerPl-sCnc	umol/L
35158-5	Ser/Plas	Qn	PHS		N	Myristoleate SerPl-sCnc	umol/L
35159-3	Ser/Plas	Qn	PHS		N	Deprecated VLCFA C22:0 SerPl-sCnc	umol/L
35160-1	Ser/Plas	Qn	PHS		N	Docosenoate SerPl-sCnc	umol/L
35161-9	Ser/Plas	Qn	PHS		N	Palmitate SerPl-sCnc	umol/L
3516-2	Urine	Qn	AT		Y	Crotetamide 24H Ur-mRate	
35162-7	Ser/Plas	Qn	PHS		N	Palmitoleate SerPl-sCnc	umol/L
35163-5	Ser/Plas	Qn	PHS		N	G-Linolenate SerPl-sCnc	umol/L
35164-3	Ser/Plas	Qn	PHS		N	A-Linolenate SerPl-sCnc	umol/L
35165-0	Ser/Plas	Qn	PHS		N	Linoleate SerPl-sCnc	umol/L
35166-8	Ser/Plas	Qn	PHS		N	Oleate SerPl-sCnc	umol/L
35167-6	Ser/Plas	Qn	PHS		N	Vaccenate SerPl-sCnc	umol/L
35168-4	Ser/Plas	Qn	PHS		N	Arachidonate SerPl-sCnc	umol/L
35169-2	Ser/Plas	Qn	PHS		N	Arachidate SerPl-sCnc	umol/L
351-7	Isolate	OrdQn	SH			Nalidixate Islt MIC	
3517-0	Ser/Plas	Qn			Y	Cyclacillin SerPl-mCnc	
35170-0	Ser/Plas	Qn	PHS		N	Nervonate SerPl-sCnc	umol/L
35171-8	Ser/Plas	Qn	PHS		N	Homo-G Linolenate SerPl-sCnc	umol/L
35172-6	Ser/Plas	Qn	PHS		N	Mead acid SerPl-sCnc	umol/L
35173-4	Ser/Plas	Qn	PHS		N	Eicosapentaenoate SerPl-sCnc	umol/L
35174-2	Ser/Plas	Qn	PHS		N	Docosahexaenoate SerPl-sCnc	umol/L
35175-9	Ser/Plas	Qn	PHS		N	Sat FA SerPl-sCnc	mmol/L
35176-7	Ser/Plas	Qn	PHS		N	Monounsat FA SerPl-sCnc	mmol/L
35177-5	Ser/Plas	Qn	PHS		N	Polyunsat FA SerPl-sCnc	mmol/L
35178-3	Ser/Plas	Qn	PHS		N	w3 FA SerPl-sCnc	mmol/L
35179-1	Ser/Plas	Qn	PHS		N	w6 FA SerPl-sCnc	mmol/L
35180-9	Ser/Plas	Qn	PHS		N	Docosapentaenate w3 SerPl-sCnc	umol/L
35181-7	Ser/Plas	Qn	PHS		N	Docosapentaenate w6 SerPl-sCnc	umol/L
35182-5	Ser/Plas	Qn	PHS		N	Docosatetraenoate SerPl-sCnc	umol/L
35183-3	Plas	Qn	CDISC		N	Hgb Plas-msCnc	
35184-1	Ser/Plas	Qn	CDISC		N	Glucose p fast SerPl-msCnc	
35185-8	Ser/Plas	Qn	CDISC		N	Aldost SerPl-msCnc	
35186-6	Urine	Qn	CDISC		N	Aldost Ur-msCnc	
35187-4	Ser/Plas	Qn	CDISC		N	Aldost sup SerPl-msCnc	
3518-8	Ser/Plas	Qn	AF		Y	Cyclizine SerPl-mCnc	
35188-2	Ser/Plas	Qn	CDISC		N	Aldost upr SerPl-msCnc	
35189-0	Ser/Plas	Qn	CDISC		N	Androstanolone SerPl-msCnc	
35190-8	Ser/Plas	Qn	CDISC		N	Androst SerPl-msCnc	
35191-6	Ser/Plas	Qn	CDISC		N	Bilirub Direct SerPl-msCnc	
35192-4	Ser/Plas	Qn	CDISC		N	Bilirub Indirect SerPl-msCnc	
35193-2	Body fld	Qn	CDISC		N	Bilirub Fld-msCnc	
35194-0	Ser/Plas	Qn	CDISC		N	Bilirub SerPl-msCnc	
35195-7	Ser/Plas	Qn	CDISC		N	C peptide SerPl-msCnc	
3519-6	Ser/Plas	Qn	AF		Y	Cycloserine SerPl-mCnc	ug/mL
35196-5	Ser/Plas	Qn	CDISC		N	25(OH)D3 SerPl-msCnc	
35197-3	Ser/Plas	Qn	CDISC		N	HDLc SerPl-msCnc	
35198-1	Ser/Plas	Qn	CDISC		N	LDLc SerPl-msCnc	
35199-9	Ser/Plas	Qn	CDISC		N	VLDLc SerPl-msCnc	
35200-5	Ser/Plas	Qn	CDISC		N	Cholest SerPl-msCnc	
35201-3	Ser	Qn	CDISC		N	Vit B12 Ser-msCnc	
35202-1	Ser/Plas	Qn	CDISC		N	Cortis SerPl-msCnc	
35203-9	Ser/Plas	Qn	CDISC		N	Creat SerPl-msCnc	
3520-4	Bld	Qn	AT		Y	Cyclosporin Bld-mCnc	
35204-7	Urine	Qn	CDISC		N	Creat Ur-msCnc	
35205-4	Ser/Plas	Qn	CDISC		N	DHEA-S SerPl-msCnc	
35206-2	Ser/Plas	Qn	CDISC		N	DHEA SerPl-msCnc	
35207-0	Ser/Plas	Qn	CDISC		N	Estradiol SerPl-msCnc	
35208-8	Ser/Plas	Qn	CDISC		N	Estrone SerPl-msCnc	
35209-6	Ser/Plas	Qn	CDISC		N	Ferritin SerPl-msCnc	
35210-4	Ser/Plas	Qn	CDISC		N	Folate SerPl-msCnc	
35211-2	Ser/Plas	Qn	CDISC		N	Glucose SerPl-msCnc	
3521-2	Ser	Qn	AF		Y	Cyclosporin Ser-mCnc	ng/mL
35212-0	Urine	Qn	CDISC		N	Glucose Ur-msCnc	
35213-8	Ser/Plas	Qn	CDISC		N	IGF-I SerPl-msCnc	
35214-6	Ser/Plas	Qn	CDISC		N	Iron SerPl-msCnc	
35215-3	Ser/Plas	Qn	CDISC		N	TIBC SerPl-msCnc	
35216-1	Ser/Plas	Qn	CDISC		N	UIBC SerPl-msCnc	
35217-9	Ser/Plas	Qn	CDISC		N	Trigl SerPl-msCnc	
35218-7	Ser/Plas	Qn	CDISC		N	Osteocalcin SerPl-msCnc	
35219-5	Ser/Plas	Qn	CDISC		N	PTH-Intact SerPl-msCnc	
3522-0	Bld	Qn	AT		Y	Cyclosporine+Metab Bld-mCnc	ng/mL
35220-3	Dial fld	Qn	CDISC		N	Phosphate Dial fld-msCnc	
35221-1	Ser/Plas	Qn	CDISC		N	Phosphate SerPl-msCnc	
35222-9	Urine	Qn	CDISC		N	Phosphate Ur-msCnc	
35223-7	Ser/Plas	Qn	CDISC		N	Progest SerPl-msCnc	
35224-5	Ser/Plas	Qn	CDISC		N	Testost SerPl-msCnc	
35225-2	Ser/Plas	Qn	CDISC		N	Testost Free SerPl-msCnc	
35226-0	Ser/Plas	Qn	CDISC		N	T4 SerPl-msCnc	
35227-8	Ser/Plas	Qn	CDISC		N	T4BG SerPl-msCnc	
35228-6	Ser/Plas	Qn	CDISC		N	T4 Free SerPl-msCnc	
35229-4	Ser/Plas	Qn	CDISC		N	Transferrin SerPl-msCnc	
35230-2	Ser/Plas	Qn	CDISC		N	T3Free SerPl-msCnc	
35231-0	Ser/Plas	Qn	CDISC		N	T3 SerPl-msCnc	
35232-8	Ser/Plas	Qn	CDISC		N	Urate SerPl-msCnc	
35233-6	Urine	Qn	CDISC		N	Urate Ur-msCnc	
35234-4	Ser/Plas	Qn	CDISC		N	BUN SerPl-msCnc	
35235-1	Urine	Qn	CDISC		N	UUN Ur-msCnc	
35236-9	Urine	Qn	CDISC		N	Urobilinogen Ur-msCnc	
35237-7	Ser/Plas	Qn	CDISC		N	Carbamazepine SerPl-msCnc	
3523-8	Bld	Qn	AT		Y	Cyclosporin 12H p Bld-mCnc	
35238-5	Ser/Plas	Qn	CDISC		N	Theophylline SerPl-msCnc	
35239-3	Ser/Plas	Qn	CDISC		N	Tobramycin Trough SerPl-msCnc	
35240-1	Ser/Plas	Qn	CDISC		N	Ethanol SerPl-msCnc	
35241-9	Dial fld	Qn	CDISC		N	Urea nit Dial fld-msCnc	
35242-7	Dial fld	Qn	CDISC		N	Creat Dial fld-msCnc	
35243-5	Ser/Plas	Qn	CDISC		N	HDL3c SerPl-msCnc	
35244-3	Ser/Plas	Qn	CDISC		N	Digoxin SerPl-msCnc	
35245-0	Ser/Plas	Qn	CDISC		N	Lactate SerPl-msCnc	
3524-6	Ser	Qn	AT		Y	Cyclosporin 12H p Ser-mCnc	
35246-8	Ser/Plas	Qn	CDISC		N	Calcium SerPl-msCnc	
35247-6	Urine	Qn	CDISC		N	Calcium Ur-msCnc	
35248-4	Urine	Qn	CDISC		N	Calcium 24H Ur-msCnc	
35249-2	Ser/Plas	Qn	CDISC		N	Magnesium SerPl-msCnc	
352-5	Isolate	OrdQn	SH			Nalidixate Islt KB	
35250-0	Urine	Qn	CDISC		N	Magnesium Ur-msCnc	
35251-8	Urine	Qn	CDISC		N	Creat 24H Ur-msCnc	
35252-6	Urine	Qn	CDISC		N	Magnesium 24H Ur-msCnc	
3525-3	Bld	Qn	AT		Y	Cyclosporin 24H p Bld-mCnc	
35253-4	Urine	Qn	CDISC		N	Urate 24H Ur-msCnc	
35254-2	Plas	Qn	CDISC		N	Ammonia Plas-msCnc	
35255-9	Ser/Plas	Qn	CDISC		N	B-OH-Butyr SerPl-msCnc	
35256-7	Urine	Qn	CDISC		N	Iron 24H Ur-msCnc	
35257-5	Ser/Plas	Qn	CDISC		N	BNP SerPl-msCnc	
35258-3	Ser/Plas	Qn	CDISC		N	Calcium TP cor SerPl-msCnc	
35259-1	Ser/Plas	Qn	CDISC		N	Neopterin SerPl-msCnc	
35260-9	Ser/Plas	Qn	CDISC		N	Histamine SerPl-msCnc	
3526-1	Ser	Qn	AT		Y	Cyclosporin 24H p Ser-mCnc	
35261-7	Urine	Qn	CDISC		N	Cortis F 24H Ur HPLC-msCnc	
35262-5	Urine	Qn	CDISC		N	Creat 24H Ur-msRate	
35263-3	Urine	Qn	CDISC		N	Phosphate 24H Ur-msRate	
35264-1	^Patient	Qn	IHC		N	Calcium intake 24H-mRate	
35265-8	Specimen	Nar	CJM		N	Path Report.addendum Spec	
35266-6	Specimen	Ord	CJM		N	Gleason Score Spec Ql	
35267-4	^Patient	Qn	CJM		N	Age @ Path Dx Patient	
35268-2	Ser	Qn	JTC		N	M avium paraTB Ab Ser EIA-aCnc	
35269-0	Ser	Ord	3M		N	B henselae Ab Ser Ql IF	
35270-8	Ser	Ord	3M		N	Candida Ab Ser Ql ID	
35271-6	Ser	Ord	3M		N	Candida Ag Ser Ql LA	
35272-4	Ser	Ord	3M		N	Centromere IgG Ser Ql	
35273-2	Ser	Ord	3M		N	HDV IgG Ser Ql EIA	
35274-0	Ser	Ord	3M		N	Histone IgG Ser Ql EIA	
35275-7	Ser	Ord	3M		N	MeV IgG Ser Ql EIA	
35276-5	Ser	Ord	3M		N	MeV IgM Ser Ql EIA	
35277-3	Ser	Ord	3M		N	Myocardium IgG Ser Ql	
35278-1	Ser	Ord	3M		N	Hu Ab Ser Ql IB	
3527-9	Urine	Qn	AT		Y	Dantron Ur-mCnc	
35279-9	Ser	Ord	3M		N	ANCA Ab Ser Ql IF	
35280-7	Ser	Ord	3M		N	tTG IgA Ser Ql EIA	
35281-5	Ser	Ord	3M		N	T gondii IgG Ser Ql IF	
35282-3	Ser/Plas	Ord	3M		N	T gondii IgM SerPl Ql IF	
35283-1	Ser	Ord	3M		N	HDV IgG Ser Ql	
35284-9	Ser	Ord	3M		N	Histone IgG Ser Ql	
35285-6	Ser	Ord	3M		N	tTG IgA Ser Ql	
35286-4	Sibling	Set	VAERS		N	AE p vaccine Sib	
3528-7	Ser/Plas	Qn	AT		Y	THC SerPl-mCnc	
35287-2	Ser	Qn	PHS		N	T gondii HS Ab Ser Aggl-aCnc	[IU]/mL
35288-0	Bld/Tiss	Nar	PHS		N	MEN1 gene Mut Anal Bld/T	
35289-8	RBC	Qn	PHS		N	Peroxide hemolysis NFr RBC	
35290-6	Bld/Tiss	Nar	PHS		N	RPS6KA3 gene Mut Anal Bld/T	
35291-4	Bld	Nom	PHS		N	UBE3A gene Mut Anal Bld	
35292-2	Bld/Tiss	Ord	PHS		N	Chrom11 UpDi Bld/T Ql	
35293-0	Bld/Tiss	Nar	PHS		N	TYR gene Mut Anal Bld/T	
35294-8	Bld/Tiss	Nar	PHS		N	PYGM gene Mut Anal Bld/T	
